1,2,3,4,5,6
'\'(6140-8120]\'','\'(4.44-6.66]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(137.2263-inf)\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(137.2263-inf)\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(137.2263-inf)\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(137.2263-inf)\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(133.4656-137.2263]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(133.4656-137.2263]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(118.4228-122.1835]\''
'\'(4160-6140]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(67.34-inf)\'','\'(0.006202-0.012003]\'','\'(114.6621-118.4228]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(133.4656-137.2263]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(133.4656-137.2263]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(133.4656-137.2263]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(133.4656-137.2263]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(114.6621-118.4228]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(114.6621-118.4228]\''
'\'(4160-6140]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(110.9014-114.6621]\''
'\'(6140-8120]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(55.46-59.42]\'','\'(0.006202-0.012003]\'','\'(110.9014-114.6621]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(114.6621-118.4228]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(114.6621-118.4228]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(110.9014-114.6621]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(110.9014-114.6621]\''
'\'(4160-6140]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(110.9014-114.6621]\''
'\'(6140-8120]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(35.66-39.62]\'','\'(0.012003-0.017804]\'','\'(107.1407-110.9014]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(114.6621-118.4228]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(114.6621-118.4228]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(110.9014-114.6621]\''
'\'(2180-4160]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(110.9014-114.6621]\''
'\'(4160-6140]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(110.9014-114.6621]\''
'\'(6140-8120]\'','\'(6.66-8.88]\'','\'(0.22098-0.24892]\'','\'(-inf-35.66]\'','\'(0.012003-0.017804]\'','\'(107.1407-110.9014]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(4160-6140]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(8120-10100]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(12080-14060]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(14060-16040]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(4160-6140]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(8120-10100]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(12080-14060]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(14060-16040]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(4160-6140]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(8120-10100]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(4160-6140]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.13716-0.1651]\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(4160-6140]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(8120-10100]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(12080-14060]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(14060-16040]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(107.1407-110.9014]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(4160-6140]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(8120-10100]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(12080-14060]\'','\'(2.22-4.44]\'','\'(0.13716-0.1651]\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(107.1407-110.9014]\''
'\'(-inf-2180]\'','\'(4.44-6.66]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(4.44-6.66]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(4.44-6.66]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(4.44-6.66]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(4.44-6.66]\'','\'(0.13716-0.1651]\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
