1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
'\'(-inf-2.5]\'','\'(0.822384-0.910547]\'','\'(-inf-2.80974]\'','\'(0.527975-0.612048]\'','\'(0.790524-0.841363]\'','\'(0.939649-inf)\'','\'(0.312311-0.39029]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.107634-0.132373]\'','\'(0.008313-0.01551]\'','\'(0.003185-0.006141]\'','\'(-inf-0.0003]\'','\'(1.18504-1.43895]\'',7
'\'(-inf-2.5]\'','\'(0.822384-0.910547]\'','\'(-inf-2.80974]\'','\'(0.527975-0.612048]\'','\'(0.739685-0.790524]\'','\'(0.939649-inf)\'','\'(0.234333-0.312311]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(-inf-0.023587]\'','\'(0.082894-0.107634]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',7
'\'(2.5-4]\'','\'(0.822384-0.910547]\'','\'(-inf-2.80974]\'','\'(0.527975-0.612048]\'','\'(0.841363-0.892202]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.042152-0.060716]\'','\'(0.132373-0.157112]\'','\'(0.01551-0.022707]\'','\'(0.006141-0.009096]\'','\'(-inf-0.0003]\'','\'(1.43895-1.69286]\'',7
'\'(2.5-4]\'','\'(0.822384-0.910547]\'','\'(-inf-2.80974]\'','\'(0.443902-0.527975]\'','\'(0.841363-0.892202]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(0.008313-0.01551]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.93113-1.18504]\'',7
'\'(4-5.5]\'','\'(0.822384-0.910547]\'','\'(-inf-2.80974]\'','\'(0.527975-0.612048]\'','\'(0.841363-0.892202]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(0.008313-0.01551]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.93113-1.18504]\'',7
'\'(5.5-7]\'','\'(0.822384-0.910547]\'','\'(-inf-2.80974]\'','\'(0.443902-0.527975]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.058154-0.082894]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(1.18504-1.43895]\'',7
'\'(5.5-7]\'','\'(0.822384-0.910547]\'','\'(-inf-2.80974]\'','\'(0.527975-0.612048]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.042152-0.060716]\'','\'(0.132373-0.157112]\'','\'(0.01551-0.022707]\'','\'(0.006141-0.009096]\'','\'(-inf-0.0003]\'','\'(1.18504-1.43895]\'',7
'\'(7-8.5]\'','\'(0.822384-0.910547]\'','\'(-inf-2.80974]\'','\'(0.443902-0.527975]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.624225-0.702203]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(-inf-0.023587]\'','\'(0.058154-0.082894]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',7
'\'(8.5-10]\'','\'(0.822384-0.910547]\'','\'(-inf-2.80974]\'','\'(0.443902-0.527975]\'','\'(0.841363-0.892202]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(-inf-0.023587]\'','\'(0.058154-0.082894]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',7
'\'(8.5-10]\'','\'(0.822384-0.910547]\'','\'(-inf-2.80974]\'','\'(0.443902-0.527975]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.107634-0.132373]\'','\'(0.008313-0.01551]\'','\'(0.003185-0.006141]\'','\'(-inf-0.0003]\'','\'(0.93113-1.18504]\'',7
'\'(-inf-2.5]\'','\'(0.910547-inf)\'','\'(4.61288-6.41602]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.312311-0.39029]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(0.008313-0.01551]\'','\'(0.003185-0.006141]\'','\'(-inf-0.0003]\'','\'(0.93113-1.18504]\'',8
'\'(-inf-2.5]\'','\'(0.910547-inf)\'','\'(4.61288-6.41602]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.234333-0.312311]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(0.008313-0.01551]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',8
'\'(2.5-4]\'','\'(0.910547-inf)\'','\'(6.41602-8.21916]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.234333-0.312311]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(0.008313-0.01551]\'','\'(0.003185-0.006141]\'','\'(-inf-0.0003]\'','\'(0.93113-1.18504]\'',8
'\'(2.5-4]\'','\'(0.910547-inf)\'','\'(4.61288-6.41602]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.234333-0.312311]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(-inf-0.023587]\'','\'(0.058154-0.082894]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.42331-0.67722]\'',8
'\'(4-5.5]\'','\'(0.910547-inf)\'','\'(4.61288-6.41602]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.234333-0.312311]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(-inf-0.023587]\'','\'(0.058154-0.082894]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.42331-0.67722]\'',8
'\'(5.5-7]\'','\'(0.910547-inf)\'','\'(4.61288-6.41602]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.234333-0.312311]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',8
'\'(5.5-7]\'','\'(0.910547-inf)\'','\'(6.41602-8.21916]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.234333-0.312311]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.107634-0.132373]\'','\'(0.008313-0.01551]\'','\'(0.003185-0.006141]\'','\'(-inf-0.0003]\'','\'(0.93113-1.18504]\'',8
'\'(7-8.5]\'','\'(0.910547-inf)\'','\'(4.61288-6.41602]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.312311-0.39029]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.107634-0.132373]\'','\'(0.008313-0.01551]\'','\'(0.003185-0.006141]\'','\'(-inf-0.0003]\'','\'(0.93113-1.18504]\'',8
'\'(8.5-10]\'','\'(0.910547-inf)\'','\'(4.61288-6.41602]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.879298-0.939649]\'','\'(0.234333-0.312311]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(0.008313-0.01551]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',8
'\'(8.5-10]\'','\'(0.910547-inf)\'','\'(4.61288-6.41602]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.312311-0.39029]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(0.042152-0.060716]\'','\'(0.132373-0.157112]\'','\'(0.01551-0.022707]\'','\'(0.003185-0.006141]\'','\'(0.0003-0.000593]\'','\'(0.93113-1.18504]\'',8
'\'(10-11.5]\'','\'(0.910547-inf)\'','\'(6.41602-8.21916]\'','\'(0.780194-0.864267]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.234333-0.312311]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',8
'\'(-inf-2.5]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.275756-0.359829]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.079281-0.097846]\'','\'(0.157112-0.181852]\'','\'(0.022707-0.029905]\'','\'(0.009096-0.012052]\'','\'(0.000593-0.000886]\'','\'(1.43895-1.69286]\'',9
'\'(-inf-2.5]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.275756-0.359829]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.624225-0.702203]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.060716-0.079281]\'','\'(0.132373-0.157112]\'','\'(0.01551-0.022707]\'','\'(0.006141-0.009096]\'','\'(0.0003-0.000593]\'','\'(1.18504-1.43895]\'',9
'\'(2.5-4]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.275756-0.359829]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(0.042152-0.060716]\'','\'(0.107634-0.132373]\'','\'(0.008313-0.01551]\'','\'(0.003185-0.006141]\'','\'(0.0003-0.000593]\'','\'(0.93113-1.18504]\'',9
'\'(2.5-4]\'','\'(0.557895-0.646058]\'','\'(-inf-2.80974]\'','\'(0.359829-0.443902]\'','\'(0.841363-0.892202]\'','\'(0.939649-inf)\'','\'(0.39029-0.468268]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.097846-0.116411]\'','\'(0.181852-0.206592]\'','\'(0.029905-0.037102]\'','\'(0.009096-0.012052]\'','\'(0.001471-0.001764]\'','\'(1.94677-2.20068]\'',9
'\'(4-5.5]\'','\'(0.646058-0.734221]\'','\'(-inf-2.80974]\'','\'(0.359829-0.443902]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.042152-0.060716]\'','\'(0.132373-0.157112]\'','\'(0.01551-0.022707]\'','\'(0.006141-0.009096]\'','\'(0.0003-0.000593]\'','\'(0.93113-1.18504]\'',9
'\'(5.5-7]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.359829-0.443902]\'','\'(0.841363-0.892202]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.042152-0.060716]\'','\'(0.132373-0.157112]\'','\'(0.01551-0.022707]\'','\'(0.006141-0.009096]\'','\'(-inf-0.0003]\'','\'(0.93113-1.18504]\'',9
'\'(5.5-7]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.359829-0.443902]\'','\'(0.841363-0.892202]\'','\'(0.939649-inf)\'','\'(0.39029-0.468268]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.060716-0.079281]\'','\'(0.157112-0.181852]\'','\'(0.022707-0.029905]\'','\'(0.009096-0.012052]\'','\'(0.0003-0.000593]\'','\'(1.18504-1.43895]\'',9
'\'(7-8.5]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.191683-0.275756]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.624225-0.702203]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(0.008313-0.01551]\'','\'(0.003185-0.006141]\'','\'(-inf-0.0003]\'','\'(0.42331-0.67722]\'',9
'\'(8.5-10]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.359829-0.443902]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.097846-0.116411]\'','\'(0.181852-0.206592]\'','\'(0.029905-0.037102]\'','\'(0.009096-0.012052]\'','\'(0.000886-0.001178]\'','\'(1.69286-1.94677]\'',9
'\'(8.5-10]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.275756-0.359829]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.079281-0.097846]\'','\'(0.181852-0.206592]\'','\'(0.029905-0.037102]\'','\'(0.009096-0.012052]\'','\'(0.000886-0.001178]\'','\'(1.69286-1.94677]\'',9
'\'(10-11.5]\'','\'(0.646058-0.734221]\'','\'(-inf-2.80974]\'','\'(0.443902-0.527975]\'','\'(0.841363-0.892202]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(0.008313-0.01551]\'','\'(0.003185-0.006141]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',9
'\'(11.5-13]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.275756-0.359829]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.042152-0.060716]\'','\'(0.107634-0.132373]\'','\'(0.008313-0.01551]\'','\'(0.003185-0.006141]\'','\'(0.0003-0.000593]\'','\'(0.93113-1.18504]\'',9
'\'(11.5-13]\'','\'(0.557895-0.646058]\'','\'(-inf-2.80974]\'','\'(0.275756-0.359829]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.624225-0.702203]\'','\'(-inf-0.022451]\'','\'(-inf-0.721938]\'','\'(0.042152-0.060716]\'','\'(0.107634-0.132373]\'','\'(0.01551-0.022707]\'','\'(0.003185-0.006141]\'','\'(0.0003-0.000593]\'','\'(0.93113-1.18504]\'',9
'\'(13-14.5]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.359829-0.443902]\'','\'(0.841363-0.892202]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.060716-0.079281]\'','\'(0.132373-0.157112]\'','\'(0.01551-0.022707]\'','\'(0.006141-0.009096]\'','\'(0.000593-0.000886]\'','\'(1.18504-1.43895]\'',9
'\'(-inf-2.5]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.359829-0.443902]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.097846-0.116411]\'','\'(0.181852-0.206592]\'','\'(0.029905-0.037102]\'','\'(0.006141-0.009096]\'','\'(0.001178-0.001471]\'','\'(2.20068-2.45459]\'',10
'\'(-inf-2.5]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.359829-0.443902]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.134976-0.15354]\'','\'(0.181852-0.206592]\'','\'(0.029905-0.037102]\'','\'(0.006141-0.009096]\'','\'(0.002643-inf)\'','\'(2.45459-inf)\'',10
'\'(2.5-4]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.359829-0.443902]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.468268-0.546246]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.079281-0.097846]\'','\'(0.157112-0.181852]\'','\'(0.022707-0.029905]\'','\'(0.009096-0.012052]\'','\'(0.000593-0.000886]\'','\'(1.43895-1.69286]\'',10
'\'(2.5-4]\'','\'(0.293406-0.381569]\'','\'(-inf-2.80974]\'','\'(0.275756-0.359829]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.060716-0.079281]\'','\'(0.132373-0.157112]\'','\'(0.01551-0.022707]\'','\'(0.003185-0.006141]\'','\'(0.001178-0.001471]\'','\'(1.43895-1.69286]\'',10
'\'(4-5.5]\'','\'(0.557895-0.646058]\'','\'(-inf-2.80974]\'','\'(0.359829-0.443902]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.39029-0.468268]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.116411-0.134976]\'','\'(0.181852-0.206592]\'','\'(0.029905-0.037102]\'','\'(0.006141-0.009096]\'','\'(0.001764-0.002057]\'','\'(2.20068-2.45459]\'',10
'\'(5.5-7]\'','\'(0.557895-0.646058]\'','\'(-inf-2.80974]\'','\'(0.275756-0.359829]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.134976-0.15354]\'','\'(0.231331-0.25607]\'','\'(0.058694-0.065892]\'','\'(0.020919-0.023875]\'','\'(0.000593-0.000886]\'','\'(2.20068-2.45459]\'',10
'\'(5.5-7]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.275756-0.359829]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.624225-0.702203]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.079281-0.097846]\'','\'(0.206592-0.231331]\'','\'(0.0443-0.051497]\'','\'(0.023875-0.02683]\'','\'(-inf-0.0003]\'','\'(1.43895-1.69286]\'',10
'\'(7-8.5]\'','\'(0.205243-0.293406]\'','\'(-inf-2.80974]\'','\'(0.191683-0.275756]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.097846-0.116411]\'','\'(0.231331-0.25607]\'','\'(0.051497-0.058694]\'','\'(0.023875-0.02683]\'','\'(0.0003-0.000593]\'','\'(1.43895-1.69286]\'',10
'\'(8.5-10]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.191683-0.275756]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.702203-0.780182]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.116411-0.134976]\'','\'(0.206592-0.231331]\'','\'(0.0443-0.051497]\'','\'(0.015008-0.017963]\'','\'(0.000593-0.000886]\'','\'(1.94677-2.20068]\'',10
'\'(8.5-10]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.275756-0.359829]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(0.022451-0.042065]\'','\'(-inf-0.721938]\'','\'(0.134976-0.15354]\'','\'(0.25607-inf)\'','\'(0.058694-0.065892]\'','\'(0.020919-0.023875]\'','\'(0.000593-0.000886]\'','\'(2.20068-2.45459]\'',10
'\'(10-11.5]\'','\'(0.293406-0.381569]\'','\'(-inf-2.80974]\'','\'(0.191683-0.275756]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.624225-0.702203]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.097846-0.116411]\'','\'(0.206592-0.231331]\'','\'(0.037102-0.0443]\'','\'(0.015008-0.017963]\'','\'(0.000593-0.000886]\'','\'(1.69286-1.94677]\'',10
'\'(11.5-13]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.191683-0.275756]\'','\'(0.943041-inf)\'','\'(0.939649-inf)\'','\'(0.624225-0.702203]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.134976-0.15354]\'','\'(0.231331-0.25607]\'','\'(0.051497-0.058694]\'','\'(0.020919-0.023875]\'','\'(0.000593-0.000886]\'','\'(1.94677-2.20068]\'',10
'\'(11.5-13]\'','\'(0.293406-0.381569]\'','\'(-inf-2.80974]\'','\'(0.191683-0.275756]\'','\'(0.892202-0.943041]\'','\'(0.939649-inf)\'','\'(0.546246-0.624225]\'','\'(0.042065-0.06168]\'','\'(-inf-0.721938]\'','\'(0.172105-inf)\'','\'(0.25607-inf)\'','\'(0.065892-inf)\'','\'(0.020919-0.023875]\'','\'(0.001178-0.001471]\'','\'(2.45459-inf)\'',10
'\'(-inf-2.5]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.612048-0.696121]\'','\'(0.536329-0.587168]\'','\'(0.577543-0.637894]\'','\'(0.156354-0.234333]\'','\'(0.100908-0.120523]\'','\'(2.162885-2.883359]\'','\'(-inf-0.023587]\'','\'(0.058154-0.082894]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.42331-0.67722]\'',11
'\'(-inf-2.5]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.612048-0.696121]\'','\'(0.536329-0.587168]\'','\'(0.577543-0.637894]\'','\'(0.156354-0.234333]\'','\'(0.120523-0.140137]\'','\'(2.883359-3.603832]\'','\'(-inf-0.023587]\'','\'(0.058154-0.082894]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',11
'\'(2.5-4]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.612048-0.696121]\'','\'(-inf-0.536329]\'','\'(0.517192-0.577543]\'','\'(-inf-0.156354]\'','\'(0.120523-0.140137]\'','\'(2.883359-3.603832]\'','\'(-inf-0.023587]\'','\'(0.058154-0.082894]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',11
'\'(2.5-4]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.612048-0.696121]\'','\'(-inf-0.536329]\'','\'(0.577543-0.637894]\'','\'(-inf-0.156354]\'','\'(0.120523-0.140137]\'','\'(2.162885-2.883359]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(0.008313-0.01551]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.93113-1.18504]\'',11
'\'(4-5.5]\'','\'(0.205243-0.293406]\'','\'(-inf-2.80974]\'','\'(0.527975-0.612048]\'','\'(0.536329-0.587168]\'','\'(0.758596-0.818947]\'','\'(0.156354-0.234333]\'','\'(0.140137-0.159751]\'','\'(3.603832-4.324306]\'','\'(-inf-0.023587]\'','\'(0.058154-0.082894]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.42331-0.67722]\'',11
'\'(5.5-7]\'','\'(0.205243-0.293406]\'','\'(-inf-2.80974]\'','\'(0.527975-0.612048]\'','\'(0.536329-0.587168]\'','\'(0.758596-0.818947]\'','\'(0.156354-0.234333]\'','\'(0.120523-0.140137]\'','\'(2.162885-2.883359]\'','\'(0.023587-0.042152]\'','\'(0.107634-0.132373]\'','\'(0.01551-0.022707]\'','\'(0.006141-0.009096]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',11
'\'(5.5-7]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.612048-0.696121]\'','\'(-inf-0.536329]\'','\'(0.637894-0.698245]\'','\'(-inf-0.156354]\'','\'(0.140137-0.159751]\'','\'(3.603832-4.324306]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',11
'\'(7-8.5]\'','\'(0.381569-0.469732]\'','\'(-inf-2.80974]\'','\'(0.612048-0.696121]\'','\'(-inf-0.536329]\'','\'(0.637894-0.698245]\'','\'(0.156354-0.234333]\'','\'(0.120523-0.140137]\'','\'(2.883359-3.603832]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(0.008313-0.01551]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',11
'\'(8.5-10]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.612048-0.696121]\'','\'(-inf-0.536329]\'','\'(0.698245-0.758596]\'','\'(0.156354-0.234333]\'','\'(0.120523-0.140137]\'','\'(2.883359-3.603832]\'','\'(-inf-0.023587]\'','\'(-inf-0.058154]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.42331-0.67722]\'',11
'\'(8.5-10]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.612048-0.696121]\'','\'(-inf-0.536329]\'','\'(0.456841-0.517192]\'','\'(-inf-0.156354]\'','\'(0.120523-0.140137]\'','\'(2.883359-3.603832]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',11
'\'(10-11.5]\'','\'(0.469732-0.557895]\'','\'(-inf-2.80974]\'','\'(0.612048-0.696121]\'','\'(0.536329-0.587168]\'','\'(0.577543-0.637894]\'','\'(-inf-0.156354]\'','\'(0.120523-0.140137]\'','\'(2.883359-3.603832]\'','\'(0.023587-0.042152]\'','\'(0.082894-0.107634]\'','\'(-inf-0.008313]\'','\'(-inf-0.003185]\'','\'(-inf-0.0003]\'','\'(0.67722-0.93113]\'',11
