1,2,3,4,5,6,7,8
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-93.4--89.8]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-89.8--86.2]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-75.4--71.8]\'','\'(-80.5--77]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-91--87.5]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-79--75.4]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-89.8--86.2]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-61.2--54.8]\'','\'(-62.4--59.5]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-65.3--62.4]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-inf--70.4]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-inf--94.5]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-79--75.4]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-69.7--66.4]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-69.7--66.4]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-93.4--89.8]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-inf--70.4]\'','\'(-78.4--73.1]\'','\'(-inf--93.4]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-inf--70.4]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-inf--70.4]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-inf--70.4]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-65.3--62.4]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-inf--67.6]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-inf--67.6]\'','\'(-56.6--53.7]\'','\'(-inf--69.7]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-inf--67.6]\'','\'(-56.6--53.7]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-inf--67.6]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-inf--69.7]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-94.5--91]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-94.5--91]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-89.8--86.2]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-93.4--89.8]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-79--75.4]\'','\'(-80.5--77]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-79--75.4]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-79--75.4]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-53.2--49.9]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-63.8--57.2]\'','\'(-62.5--57.2]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-56.5--53.2]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-50.8--47.9]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-79--75.4]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-53.2--49.9]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-75.4--71.8]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-79--75.4]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-79--75.4]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-75.4--71.8]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-79--75.4]\'','\'(-77--73.5]\'',1
'\'(-61.2--54.8]\'','\'(-50.8--47.9]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-62.5--57.2]\'','\'(-79--75.4]\'','\'(-80.5--77]\'',1
'\'(-61.2--54.8]\'','\'(-50.8--47.9]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-79--75.4]\'','\'(-80.5--77]\'',1
'\'(-48.4--42]\'','\'(-53.7--50.8]\'','\'(-63.1--59.8]\'','\'(-44--37.4]\'','\'(-67.8--62.5]\'','\'(-68.2--64.6]\'','\'(-70--66.5]\'',2
'\'(-48.4--42]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-44--37.4]\'','\'(-67.8--62.5]\'','\'(-75.4--71.8]\'','\'(-70--66.5]\'',2
'\'(-42--35.6]\'','\'(-59.5--56.6]\'','\'(-56.5--53.2]\'','\'(-44--37.4]\'','\'(-73.1--67.8]\'','\'(-71.8--68.2]\'','\'(-73.5--70]\'',2
'\'(-42--35.6]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-44--37.4]\'','\'(-73.1--67.8]\'','\'(-75.4--71.8]\'','\'(-73.5--70]\'',2
'\'(-42--35.6]\'','\'(-56.6--53.7]\'','\'(-53.2--49.9]\'','\'(-37.4--30.8]\'','\'(-73.1--67.8]\'','\'(-71.8--68.2]\'','\'(-73.5--70]\'',2
'\'(-42--35.6]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-50.6--44]\'','\'(-57.2--51.9]\'','\'(-75.4--71.8]\'','\'(-70--66.5]\'',2
'\'(-42--35.6]\'','\'(-53.7--50.8]\'','\'(-56.5--53.2]\'','\'(-44--37.4]\'','\'(-67.8--62.5]\'','\'(-75.4--71.8]\'','\'(-80.5--77]\'',2
'\'(-42--35.6]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-44--37.4]\'','\'(-73.1--67.8]\'','\'(-68.2--64.6]\'','\'(-73.5--70]\'',2
'\'(-42--35.6]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-37.4--30.8]\'','\'(-73.1--67.8]\'','\'(-68.2--64.6]\'','\'(-73.5--70]\'',2
'\'(-42--35.6]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-44--37.4]\'','\'(-73.1--67.8]\'','\'(-71.8--68.2]\'','\'(-66.5-inf)\'',2
'\'(-42--35.6]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-44--37.4]\'','\'(-73.1--67.8]\'','\'(-68.2--64.6]\'','\'(-66.5-inf)\'',2
'\'(-42--35.6]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-44--37.4]\'','\'(-78.4--73.1]\'','\'(-64.6-inf)\'','\'(-77--73.5]\'',2
'\'(-48.4--42]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-44--37.4]\'','\'(-73.1--67.8]\'','\'(-68.2--64.6]\'','\'(-66.5-inf)\'',2
