2,3,4,5,6,7,8,1
'\'(7.5-inf)\'','\'(338.9-377.6]\'','\'(138-156.4]\'','\'(4434.6-4787.3]\'','\'(13.04-14.72]\'','\'(73.6-74.8]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(4434.6-4787.3]\'','\'(13.04-14.72]\'','\'(73.6-74.8]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(4434.6-4787.3]\'','\'(14.72-16.4]\'','\'(73.6-74.8]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(4081.9-4434.6]\'','\'(14.72-16.4]\'','\'(73.6-74.8]\'',1,'\'(12.76-16.52]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(82.8-101.2]\'','\'(1965.7-2318.4]\'','\'(16.4-18.08]\'','\'(73.6-74.8]\'',2,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(-inf-1965.7]\'','\'(14.72-16.4]\'','\'(73.6-74.8]\'',2,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(13.04-14.72]\'','\'(73.6-74.8]\'',2,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(-inf-1965.7]\'','\'(16.4-18.08]\'','\'(73.6-74.8]\'',3,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(1965.7-2318.4]\'','\'(18.08-19.76]\'','\'(73.6-74.8]\'',3,'\'(31.56-35.32]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(13.04-14.72]\'','\'(73.6-74.8]\'',1,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(14.72-16.4]\'','\'(73.6-74.8]\'',2,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(13.04-14.72]\'','\'(73.6-74.8]\'',2,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2318.4-2671.1]\'','\'(14.72-16.4]\'','\'(73.6-74.8]\'',3,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2318.4-2671.1]\'','\'(14.72-16.4]\'','\'(73.6-74.8]\'',3,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(14.72-16.4]\'','\'(73.6-74.8]\'',2,'\'(27.8-31.56]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3023.8-3376.5]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3376.5-3729.2]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(64.4-82.8]\'','\'(3376.5-3729.2]\'','\'(19.76-21.44]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(64.4-82.8]\'','\'(3023.8-3376.5]\'','\'(18.08-19.76]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(377.6-416.3]\'','\'(156.4-174.8]\'','\'(4434.6-4787.3]\'','\'(11.36-13.04]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(338.9-377.6]\'','\'(138-156.4]\'','\'(4434.6-4787.3]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(4434.6-4787.3]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(338.9-377.6]\'','\'(138-156.4]\'','\'(4434.6-4787.3]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3729.2-4081.9]\'','\'(19.76-21.44]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3729.2-4081.9]\'','\'(18.08-19.76]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3729.2-4081.9]\'','\'(18.08-19.76]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3729.2-4081.9]\'','\'(18.08-19.76]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3023.8-3376.5]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',1,'\'(20.28-24.04]\''
'\'(7.5-inf)\'','\'(261.5-300.2]\'','\'(101.2-119.6]\'','\'(3023.8-3376.5]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(119.6-138]\'','\'(3023.8-3376.5]\'','\'(11.36-13.04]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',3,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2318.4-2671.1]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',1,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(64.4-82.8]\'','\'(2318.4-2671.1]\'','\'(18.08-19.76]\'','\'(74.8-76]\'',1,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',3,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',2,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2318.4-2671.1]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',3,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(145.4-184.1]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(-inf-1965.7]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',2,'\'(27.8-31.56]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3023.8-3376.5]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',2,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',2,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',2,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(101.2-119.6]\'','\'(2318.4-2671.1]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',2,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(-inf-1965.7]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',3,'\'(31.56-35.32]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2318.4-2671.1]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',2,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',2,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2318.4-2671.1]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',1,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',1,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(82.8-101.2]\'','\'(1965.7-2318.4]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',2,'\'(24.04-27.8]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(4081.9-4434.6]\'','\'(11.36-13.04]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(4081.9-4434.6]\'','\'(11.36-13.04]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(119.6-138]\'','\'(3729.2-4081.9]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(338.9-377.6]\'','\'(138-156.4]\'','\'(4081.9-4434.6]\'','\'(11.36-13.04]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3023.8-3376.5]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',1,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3023.8-3376.5]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',1,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(184.1-222.8]\'','\'(64.4-82.8]\'','\'(2671.1-3023.8]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',1,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3023.8-3376.5]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',1,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(1965.7-2318.4]\'','\'(21.44-23.12]\'','\'(74.8-76]\'',1,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(1965.7-2318.4]\'','\'(21.44-23.12]\'','\'(74.8-76]\'',1,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(-inf-1965.7]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',2,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(-inf-1965.7]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',3,'\'(31.56-35.32]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3376.5-3729.2]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(64.4-82.8]\'','\'(3376.5-3729.2]\'','\'(19.76-21.44]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3376.5-3729.2]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3023.8-3376.5]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',1,'\'(16.52-20.28]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(-inf-1965.7]\'','\'(11.36-13.04]\'','\'(74.8-76]\'',2,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',3,'\'(31.56-35.32]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',3,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(64.4-82.8]\'','\'(2318.4-2671.1]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',1,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(101.2-119.6]\'','\'(3023.8-3376.5]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',2,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(3729.2-4081.9]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(3023.8-3376.5]\'','\'(21.44-23.12]\'','\'(74.8-76]\'',2,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(145.4-184.1]\'','\'(101.2-119.6]\'','\'(2671.1-3023.8]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',3,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(145.4-184.1]\'','\'(119.6-138]\'','\'(3729.2-4081.9]\'','\'(16.4-18.08]\'','\'(74.8-76]\'',2,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(338.9-377.6]\'','\'(174.8-193.2]\'','\'(4081.9-4434.6]\'','\'(11.36-13.04]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(338.9-377.6]\'','\'(138-156.4]\'','\'(3729.2-4081.9]\'','\'(11.36-13.04]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(119.6-138]\'','\'(3729.2-4081.9]\'','\'(14.72-16.4]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(3729.2-4081.9]\'','\'(13.04-14.72]\'','\'(74.8-76]\'',1,'\'(12.76-16.52]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(18.08-19.76]\'','\'(76-77.2]\'',3,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(14.72-16.4]\'','\'(76-77.2]\'',1,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(-inf-1965.7]\'','\'(18.08-19.76]\'','\'(76-77.2]\'',2,'\'(35.32-39.08]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(1965.7-2318.4]\'','\'(14.72-16.4]\'','\'(76-77.2]\'',1,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(-inf-1965.7]\'','\'(16.4-18.08]\'','\'(76-77.2]\'',3,'\'(31.56-35.32]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(3729.2-4081.9]\'','\'(11.36-13.04]\'','\'(76-77.2]\'',1,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3729.2-4081.9]\'','\'(18.08-19.76]\'','\'(76-77.2]\'',1,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(4081.9-4434.6]\'','\'(13.04-14.72]\'','\'(76-77.2]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(119.6-138]\'','\'(4081.9-4434.6]\'','\'(14.72-16.4]\'','\'(76-77.2]\'',1,'\'(12.76-16.52]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3376.5-3729.2]\'','\'(14.72-16.4]\'','\'(76-77.2]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3376.5-3729.2]\'','\'(16.4-18.08]\'','\'(76-77.2]\'',1,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3376.5-3729.2]\'','\'(16.4-18.08]\'','\'(76-77.2]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3376.5-3729.2]\'','\'(18.08-19.76]\'','\'(76-77.2]\'',1,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(377.6-416.3]\'','\'(174.8-193.2]\'','\'(4081.9-4434.6]\'','\'(9.68-11.36]\'','\'(76-77.2]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(338.9-377.6]\'','\'(156.4-174.8]\'','\'(4081.9-4434.6]\'','\'(11.36-13.04]\'','\'(76-77.2]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(377.6-416.3]\'','\'(174.8-193.2]\'','\'(4081.9-4434.6]\'','\'(11.36-13.04]\'','\'(76-77.2]\'',1,'\'(12.76-16.52]\''
'\'(7.5-inf)\'','\'(338.9-377.6]\'','\'(138-156.4]\'','\'(4081.9-4434.6]\'','\'(13.04-14.72]\'','\'(76-77.2]\'',1,'\'(12.76-16.52]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(-inf-1965.7]\'','\'(13.04-14.72]\'','\'(76-77.2]\'',2,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(145.4-184.1]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(14.72-16.4]\'','\'(76-77.2]\'',1,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(18.08-19.76]\'','\'(76-77.2]\'',3,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(14.72-16.4]\'','\'(76-77.2]\'',1,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(1965.7-2318.4]\'','\'(16.4-18.08]\'','\'(76-77.2]\'',1,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(82.8-101.2]\'','\'(1965.7-2318.4]\'','\'(14.72-16.4]\'','\'(76-77.2]\'',1,'\'(31.56-35.32]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(14.72-16.4]\'','\'(76-77.2]\'',3,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(13.04-14.72]\'','\'(76-77.2]\'',2,'\'(27.8-31.56]\''
'\'(5.5-6]\'','\'(145.4-184.1]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(13.04-14.72]\'','\'(76-77.2]\'',3,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(101.2-119.6]\'','\'(2318.4-2671.1]\'','\'(11.36-13.04]\'','\'(76-77.2]\'',2,'\'(20.28-24.04]\''
'\'(-inf-3.5]\'','\'(-inf-106.7]\'','\'(101.2-119.6]\'','\'(2671.1-3023.8]\'','\'(13.04-14.72]\'','\'(76-77.2]\'',3,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(1965.7-2318.4]\'','\'(21.44-23.12]\'','\'(77.2-78.4]\'',2,'\'(42.84-inf)\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(-inf-1965.7]\'','\'(13.04-14.72]\'','\'(77.2-78.4]\'',1,'\'(35.32-39.08]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(1965.7-2318.4]\'','\'(18.08-19.76]\'','\'(77.2-78.4]\'',3,'\'(31.56-35.32]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(18.08-19.76]\'','\'(77.2-78.4]\'',3,'\'(39.08-42.84]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(-inf-64.4]\'','\'(-inf-1965.7]\'','\'(14.72-16.4]\'','\'(77.2-78.4]\'',3,'\'(35.32-39.08]\''
'\'(7.5-inf)\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3023.8-3376.5]\'','\'(14.72-16.4]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(3729.2-4081.9]\'','\'(13.04-14.72]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(3376.5-3729.2]\'','\'(11.36-13.04]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3376.5-3729.2]\'','\'(18.08-19.76]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(184.1-222.8]\'','\'(82.8-101.2]\'','\'(3023.8-3376.5]\'','\'(18.08-19.76]\'','\'(77.2-78.4]\'',1,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(184.1-222.8]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(14.72-16.4]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(14.72-16.4]\'','\'(77.2-78.4]\'',1,'\'(24.04-27.8]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3376.5-3729.2]\'','\'(16.4-18.08]\'','\'(77.2-78.4]\'',1,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(82.8-101.2]\'','\'(3023.8-3376.5]\'','\'(16.4-18.08]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3376.5-3729.2]\'','\'(14.72-16.4]\'','\'(77.2-78.4]\'',1,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(184.1-222.8]\'','\'(82.8-101.2]\'','\'(3023.8-3376.5]\'','\'(16.4-18.08]\'','\'(77.2-78.4]\'',1,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(101.2-119.6]\'','\'(3376.5-3729.2]\'','\'(18.08-19.76]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(119.6-138]\'','\'(3376.5-3729.2]\'','\'(14.72-16.4]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(3376.5-3729.2]\'','\'(13.04-14.72]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(5.5-6]\'','\'(222.8-261.5]\'','\'(156.4-174.8]\'','\'(3376.5-3729.2]\'','\'(13.04-14.72]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(3023.8-3376.5]\'','\'(9.68-11.36]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(7.5-inf)\'','\'(300.2-338.9]\'','\'(138-156.4]\'','\'(3729.2-4081.9]\'','\'(13.04-14.72]\'','\'(77.2-78.4]\'',1,'\'(16.52-20.28]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(16.4-18.08]\'','\'(77.2-78.4]\'',1,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2318.4-2671.1]\'','\'(13.04-14.72]\'','\'(77.2-78.4]\'',3,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(1965.7-2318.4]\'','\'(13.04-14.72]\'','\'(77.2-78.4]\'',3,'\'(24.04-27.8]\''
'\'(3.5-4]\'','\'(-inf-106.7]\'','\'(64.4-82.8]\'','\'(1965.7-2318.4]\'','\'(13.04-14.72]\'','\'(77.2-78.4]\'',1,'\'(27.8-31.56]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2318.4-2671.1]\'','\'(14.72-16.4]\'','\'(77.2-78.4]\'',3,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(145.4-184.1]\'','\'(101.2-119.6]\'','\'(2671.1-3023.8]\'','\'(16.4-18.08]\'','\'(77.2-78.4]\'',1,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(145.4-184.1]\'','\'(82.8-101.2]\'','\'(2671.1-3023.8]\'','\'(16.4-18.08]\'','\'(77.2-78.4]\'',1,'\'(20.28-24.04]\''
'\'(3.5-4]\'','\'(106.7-145.4]\'','\'(82.8-101.2]\'','\'(2318.4-2671.1]\'','\'(14.72-16.4]\'','\'(77.2-78.4]\'',3,'\'(20.28-24.04]\''
'\'(4.5-5]\'','\'(106.7-145.4]\'','\'(101.2-119.6]\'','\'(2671.1-3023.8]\'','\'(14.72-16.4]\'','\'(77.2-78.4]\'',2,'\'(20.28-24.04]\''
'\'(5.5-6]\'','\'(145.4-184.1]\'','\'(119.6-138]\'','\'(3023.8-3376.5]\'','\'(13.04-14.72]\'','\'(77.2-78.4]\'',2,'\'(16.52-20.28]\''
